publication,title,doi,n,nDyads,nFem,nMale,ageMean,ageSD,area,task,contrast,waveLen,samplRate,Hb,FqBand,coordinate source,probe,array,channelPaper,sync,x,y,z,reconstrQuality,selected
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,10,1,-24.4,67.9,8.5,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,11,0,15,71.1,-3.3,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,12,0,-12.9,71.5,3.9,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,13,0,50.7,-55.3,56.7,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,14,0,52,-71.7,38.7,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,15,0,63,-41.3,49.3,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,16,1,63,-56.3,34.3,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,17,0,57,-72.7,14.7,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,18,0,69.7,-43,22.3,NA,1
Duan 2020 1,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,40,20,20,20,20.3,0.84,cooperation,"realistic presented problem, lovers dyads",ISC during problem solving in lovers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,19,0,68,-54.3,5.3,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,1,0,13.1,50.4,45.7,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,2,0,-11.2,50.4,45.4,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,3,0,25.7,57,32.9,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,4,0,1.5,59.2,34.1,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,5,0,-23.4,56.2,32.7,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,6,0,14.5,68,22.8,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,7,0,-12.7,66.8,21.6,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,8,0,26.9,68,8.5,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,9,0,2.1,68,9.1,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,10,0,-24.4,67.9,8.5,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,11,0,15,71.1,-3.3,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,frontRL,3x3,12,0,-12.9,71.5,3.9,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,13,0,50.7,-55.3,56.7,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,14,0,52,-71.7,38.7,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,15,0,63,-41.3,49.3,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,16,0,63,-56.3,34.3,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,17,0,57,-72.7,14.7,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,18,0,69.7,-43,22.3,NA,1
Duan 2020 2,Is the creativity of lovers better? A behavioral and functional near-infrared spectroscopy hyperscanning study,10.1007/s12144-020-01093-5,44,22,22,22,20.3,0.84,cooperation,"realistic presented problem, strangers dyads",ISC during problem solving in strangers > rest,NA,10,HbO,0.08 - 0.31,Wang 2019,tempR,3x2,19,0,68,-54.3,5.3,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,1,0,-35.9,62.6,-7.3,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,2,0,-12.9,71.5,3.9,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,3,0,15,71.1,-3.3,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,4,0,38.2,63,-7,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,5,0,-45.4,52.6,1.1,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,6,0,-24.4,67.9,8.5,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,7,0,2.1,68,9.1,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,8,0,26.9,68,8.5,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,9,0,46.7,53.1,1.7,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,10,0,-35.3,57.9,18.7,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,11,0,-12.7,66.8,21.6,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,12,0,14.5,68,22.8,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,13,1,37.7,58.5,18.5,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,14,0,-45,41.7,27.4,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,15,0,-23.4,56.2,32.7,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,16,0,1.5,59.2,34.1,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,17,0,25.7,57,32.9,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,18,0,47.1,41.6,27.8,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,19,0,-34.5,40.2,41.7,NA,1
Feng 2020,Self-other overlap and interpersonal neural synchronization serially mediate the effect of behavioral synchronization on prosociality,10.1093/scan/nsaa017,60,30,NA,NA,20.6,1.51,cooperation,simultaneous button pressing after cue,ISC during simultaneous button press > rest,"695, 830",10,HbO,0.08 - 0.3,VirtReg,frontRL,3x5,20,0,-11.2,50.4,45.4,NA,1
